id,name,description,price
1021,linksys compact wireless-g usb adapter wusb54gc,linksys compact wireless-g usb adapter wusb54gc connects your desktop or notebook to a wireless network at up to 54mbps when used with a usb 2.0 port compatible with wireless-b networks ( at 11mbps ) protected by wpa and up to 128-bit data encryption,39.0
1022,linksys dual-band wireless-n usb network adapter wusb600n,"linksys dual-band wireless-n usb network adapter wusb600n high-speed wireless-n ( draft 802.11 n ) networking mimo technology operates in the 2.4 and 5ghz radio bands connects to wireless-g , b and a networks",69.0
1023,linksys wireless-g internet home monitoring camera wvc54gca,linksys wireless-g internet home monitoring camera wvc54gca sends high-quality live audio and video to your network wirelessly viewable from most web browsers anywhere in the world built-in video stream encoder and stand-alone web server ( no pc necessary ) security mode supports mpeg-4 and mjpeg video at up to 640x480 up to four simultaneous remote users,99.0
1024,danby silhouette 60 cans beverage center dbc2760bls,danby silhouette 60 cans beverage center dbc2760bls 5.0 cu . ft. capacity two independently controlled temperature zones frost free fan forced cooling system tinted tempered glass doors precise digital thermostat with led display cool blue led track lighting system integrated door locks black and stainless steel finish,1000.0
1025,linksys etherfast4116 16-port 10/100 ethernet switch ef4116,linksys etherfast4116 16-port 10/100 ethernet switch ef4116 16 autosensing 10/100 full duplex auto mdi/mdi-x ports run blazing speeds up to 200mbps address learning and aging and data flow control,79.0
1026,linksys gigabit 5-port workgroup switch eg005w,"linksys gigabit 5-port workgroup switch eg005w five 10/100/1000mbps , half/full duplex , switched ports forwards and filters packets at non-blocking , full wire speed all ports have auto speed negotiation and auto mdi/mdi-x crossover detection supports address learning and aging , 802.3 x flow control and head-of-line blocking prevention",64.0
1027,linksys etherfast10/100 5-port auto-sensing switch ezxs55w,"linksys etherfast10/100 5-port auto-sensing switch ezxs55w 5 port 10/100 autosensing ports with both half and full duplex modes perfect for integrating your 10baset and 100basetx network hardware switched 10/100 ports run at 10mbps , 20mbps , 100mbps up to 200mbps",29.0
1028,linksys etherfast 8-port 10/100 switch ezxs88w,linksys etherfast 8-port 10/100 switch ezxs88w 10/100 dual-speed per-port perfect for optimizing 10baset and 100basetx hardware on the same network speeds of up to 200mbps in full duplex operation eliminate bandwidth constraints and clear up bottlenecks,44.0
1029,irobot robotic floor washer 74249,"irobot robotic floor washer 74249 autonomous robot that washes and scrubs tile , linoleum , or sealed hardwood floors without human intervention rotary scrubber compact design aware sensor technology virtual wall included",299.0
1030,transcend 8gb micro secure digital memory card ts8gusdhc6,transcend 8gb micro secure digital memory card ts8gusdhc6 8gb microsd card with adapter compatible with cell phones and mobile devices with microsd input mechanical write protection switch includes adapter to fit sdcard slot for data transfer sdhc class 6 compliant black finish,39.0
1031,transcend 133x high-speed 8gb compact flash card ts8gcf133,transcend 133x high-speed 8gb compact flash card ts8gcf133 21.5 mb per sec . data transfer rate dual-channel support multi-platform compatibility supports ultra dma mode 0-4 low power consumption,38.0
1032,sony telephoto converter lens vcldh1774,"sony telephoto converter lens vcldh1774 1.7 x magnification made for cyber-shot dsc-h7 , dsc-h9 or dsc-h50 digital cameras aluminum housing black finish",169.99
1033,dlo black hybridshell for iphone 3g dla4010717,"dlo black hybridshell for iphone 3g dla4010717 fusion of crystal-clear polycarbonate hard-shell case plus non-slip silicone accents custom fit ultra-slim scratch and slip protection total access to all controls , dock connector and headset jack designed especially for the iphone 3g surface shield included black finish",24.99
1034,linksys black media center extender dma2100,linksys black media center extender dma2100 works with your windows vista media center pc dual band 802.11 n wireless learning remote included,119.0
1035,audiovox 7 ' acrylic digital photo frame dpf701,"audiovox 7 ' acrylic digital photo frame dpf701 alarm clock 8mb internal memory picture rotation and review sd , mmc , memorystick , xd , compactflash card reader slot calendar black and clear acrylic finish",
1036,flip video f460 black mino hd camcorder f460b,"flip video f460 black mino hd camcorder f460b 60 minutes recording time 4gb internal memory 1.5 ' transflective tft lcd screen internal lithium-ion rechargeable battery smooth multi-step 2x digital zoom touch-sensitive capacitive buttons built-in flip-out usb arm built-in speaker built-in , wide-range , omni-directional microphone",
1037,samsung 2.1 channel bluetooth home theater system htx710t,samsung 2.1 channel bluetooth home theater system htx710t built-in bluetooth wall mountable upscaling dvd player virtual surround sound toc tv matching design 400 watts total power 2.1 channel black finish,
1038,sony bd/dvd home theater system bdvis1000,"sony bd/dvd home theater system bdvis1000 s-air wireless capability xmb ( xross media bar ) graphical user interface precision cinema hd with hdmi upscaler 24p true cinema deep color x.v.color 480i/480p/576i / 576p/720p/1080i / 1080p ( 60hz ) resolution with hdmi dolby digital , dolby digital plus , dolby truehd , dts , dts-hd high resolution , dts-hd master audio , lpcm 2ch , lpcm 6ch , lpcm 8ch decoder with hdmi black finish",999.0
1039,canon printer color ink cartridge cl211,"canon printer color ink cartridge cl211 fine technology for exceptional sharpness and detail new inks improve coloring , color gamut , and color fastness compatible with pixma mp480",20.99
1040,lg washer dryer white stacking kit wstk1,lg washer dryer white stacking kit wstk1 stack dryer on top of the washer free up much-needed space in the laundry room white finish,
1041,transcend 2.5 ' sata solid state disk ts128gssd25sm,transcend 2.5 ' sata solid state disk ts128gssd25sm rohs compliant fully sata i compatible non-volatile flash memory built-in ecc lower power consumption shock resistance used in most notebook computers and mainstream pcs,
1042,skullcandy chops headphones in black chrome hh26skc01,"skullcandy chops headphones in black chrome hh26skc01 15mm speaker hanger anchor design frequency range of 18 ? 20,000 hz 1.2 m cord length 3.5 mm gold plated plug black chrome finish",24.95
1043,sennheiser orange and silver in ear headphones cx380,sennheiser orange and silver in ear headphones cx380 massive sound despite their small size sweat-proof coating noise isolating design dynamic drivers guarantee impressive bass includes ear adapters & carrying case orange & silver finish,79.95
1044,samsung 46 ' series 8 lcd black flat panel hdtv ln46a850,"samsung 46 ' series 8 lcd black flat panel hdtv ln46a850 1920 x 1080p full hd resolution touch of color design pre-loaded content library dlna super slim depth narrow bezel auto motion plus 120hz 50,000:1 dynamic contrast ratio 4ms response time srs trusurround built-in digital tuner ( atsc/clear qam ) black with red accent finish",
1045,logitech cordless desktop mx 5500 revolution keyboard and mouse combination 920000383,logitech cordless desktop mx 5500 revolution keyboard and mouse combination 920000383 cordless laser mouse revolutionary scroll wheel precise click-to-click scrolling rapid charging stand dynamic lcd keyboard display bluetooth wireless technology secureconnect technology black finish,169.0
1046,vmware fusion 2 for mac vmfm20bx2,vmware fusion 2 for mac vmfm20bx2 run windows side-by-side with mac os x without rebooting 3d and high definition video acceleration usb device support multiple display support seamless keyboard mapping embedded antivirus and antispyware protection mac os x leopard integration boot camp support multiple cpu virtual machines,79.0
1047,sanus sc1a black visionmount series ceiling mount for small lcd flat panels sc1ab,sanus sc1a black visionmount series ceiling mount for small lcd flat panels sc1ab fits most 13 ' 26 ' lcd flat panel televisions vesa compatible tv bracket smoothlock technology built-in wire management system 50 lbs capacity black finish,99.99
1048,kensington mini battery pack and charger for iphone and ipod k33442us,"kensington mini battery pack and charger for iphone and ipod k33442us includes retractable usb charging cable high-capacity , rechargeable lithium-ion polymer battery pack led battery meter cap converts into a kickstand black finish",
1049,logitech dinovo edge keyboard windows edition 967685,logitech dinovo edge keyboard windows edition 967685 perfectstroke key system innovative touchdisc charging base bluetooth wireless technology 38 mm circular touch pad with horizontal and vertical scrolling black finish,179.0
1050,panasonic yellow 4gb sdhc memory card rpsdv04gu1k,panasonic yellow 4gb sdhc memory card rpsdv04gu1k class 6 up to 20mb/s read-out or write-in data transfer rate 4gb storage capacity yellow finish,
1051,coby 7 ' black widescreen tft portable dvd cd mp3 player tfdvd7006,"coby 7 ' black widescreen tft portable dvd cd mp3 player tfdvd7006 compact portable design 480 x 240 display resolution 16:9 widescreen tft color display dvd , dvd ± r/rw , cd , cd-r/rw , jpeg and mp3 compatible anti-skip circuitry dolby digital decoder digital and analog av outputs ntsc/pal video system black finish",97.0
1052,sony black hd radio with dock for ipod and iphone xdrs10hdip,sony black hd radio with dock for ipod and iphone xdrs10hdip ipod and iphone dock clear static-free hd digital radio reception fm multicasting no monthly subscription fees backlit lcd display digital tuning clock with alarm time setting wireless remote control stereo speakers with bass reflex sound system black finish,
1053,nikon black coolpix s210 li-ion rechargeable battery enel10,nikon black coolpix s210 li-ion rechargeable battery enel10 compatible with coolpix s series digital cameras black finish,
1054,griffin black tunebuds mobile for ipod and iphone 9410tunbmblb,griffin black tunebuds mobile for ipod and iphone 9410tunbmblb compatible with iphone and ipod three sizes of cushioned silicone earpads high-sensitivity microphone controlmic button earphone cable black finish,
1055,sony vaio fw series black notebook computer vgnfw378jb,sony vaio fw series black notebook computer vgnfw378jb 2.40 ghz intel core 2 duo processor p8600 16.4 ' ( 1920 x 1080 ) xbrite-fullhd widescreen display 320gb serial ata 7200rpm hard drive built-in 1.3 megapixel motion eye camera and microphone 4gb pc2-6400 ( 2gbx2 ) installed memory ( maximum up to 8gb ) 1066mhz front side bus speed 3mb l2 cache blu-ray disc support ( read write 2x max ) genuine microsoft windows vista home premium 64-bit black finish,
1056,sanus 30 ' 50 ' full-motion flat panel tv black wall mount lrf118b1,sanus 30 ' 50 ' full-motion flat panel tv black wall mount lrf118b1 swivel motion low profile virtual axis technology easy access to wires universal mounting brackets black finish,349.0
1057,belkin white switch-to-mac cable f4u001,belkin white switch-to-mac cable f4u001 allows you to seamlessly transfer all your important data eliminates the need to set up a complex network transfers data at usb 2.0 speeds cool led lighting indicates transfer status white finish,
1058,belkin leather folio for 2g ipod touch f8z373,"belkin leather folio for 2g ipod touch f8z373 soft , durable leather soft-microfiber lining velcro fastening clear screen protector allows easy navigation access to ports and dock connector black finish ( ipod not included )",29.0
1059,peerless black flat panel tv stand ss550pbk,peerless black flat panel tv stand ss550pbk supports 32 ' to 50 ' flat panel tvs vertical screen adjustment feature internal cable management adjustable glass shelving black finish,
