id,Song_Name,Artist_Name,Album_Name,Genre,Price,CopyRight,Time,Released
4936,"Songs Like This Carrie Underwood Country , Music , Pop , Adult Contemporary , Contemporary Country , Rock",,Play On,,$ 1.29,"‰ ãÑ 2009 19 Recordings Limited , under exclusive license to Arista Nashville",2:37,3-Nov-09
4937,"Temporary Home Carrie Underwood Country , Music , Pop , Adult Contemporary , Contemporary Country , Rock 3-Nov-09",,Play On,,$ 1.29,"‰ ãÑ 2009 19 Recordings Limited , under exclusive license to Arista Nashville",4:29,
4938,"This Time Play On Country , Music , Pop , Adult Contemporary , Contemporary Country , Rock $ 1.29 ‰ ãÑ 2009 19 Recordings Limited , under exclusive license to Arista Nashville 3-Nov-09",Carrie Underwood,,,,,3:52,
4939,"Look At Me Carrie Underwood Country , Music , Pop , Adult Contemporary , Contemporary Country , Rock ‰ ãÑ 2009 19 Recordings Limited , under exclusive license to Arista Nashville 3:16",,Play On,,$ 1.29,,,3-Nov-09
4940,Unapologize Play On $ 1.29 4:38,Carrie Underwood,,"Country , Music , Pop , Adult Contemporary , Contemporary Country , Rock",,"‰ ãÑ 2009 19 Recordings Limited , under exclusive license to Arista Nashville",,3-Nov-09
4941,"What Can I Say ( feat . Sons of Sylvia ) Carrie Underwood Country , Music , Pop , Adult Contemporary , Contemporary Country , Rock $ 1.29 ‰ ãÑ 2009 19 Recordings Limited , under exclusive license to Arista Nashville 3:57 3-Nov-09",,Play On,,,,,
4942,"Play On Country , Music , Pop , Adult Contemporary , Contemporary Country , Rock $ 1.29 3:39 3-Nov-09",Carrie Underwood,Play On,,,"‰ ãÑ 2009 19 Recordings Limited , under exclusive license to Arista Nashville",,
4943,"Preludium Audra McDonald , Jessica Molaskey , Elena Shaddow & Christiane Noll Soundtrack , Music $ 1.29",,The Sound of Music ( Music from the NBC Television Event ),,,‰ ãÑ 2013 NBCUniversal Media LLC . under exclusive license to Sony Masterworks,2:56,3-Dec-13
4944,The Sound of Music 3-Dec-13,Carrie Underwood,The Sound of Music ( Music from the NBC Television Event ),"Soundtrack , Music",$ 1.29,‰ ãÑ 2013 NBCUniversal Media LLC . under exclusive license to Sony Masterworks,3:06,
4945,"Maria Audra McDonald , Jessica Molaskey , Elena Shaddow & Christiane Noll Soundtrack , Music $ 1.29 ‰ ãÑ 2013 NBCUniversal Media LLC . under exclusive license to Sony Masterworks 3:15",,The Sound of Music ( Music from the NBC Television Event ),,,,,3-Dec-13
4946,"My Favorite Things Audra McDonald & Carrie Underwood The Sound of Music ( Music from the NBC Television Event ) Soundtrack , Music",,,,$ 1.29,‰ ãÑ 2013 NBCUniversal Media LLC . under exclusive license to Sony Masterworks,3:02,3-Dec-13
4947,"Do-Re-Mi The Sound of Music ( Music from the NBC Television Event ) Soundtrack , Music ‰ ãÑ 2013 NBCUniversal Media LLC . under exclusive license to Sony Masterworks 5:01 3-Dec-13","Carrie Underwood , Ariane Rinehart , Michael Nigro , Ella Watts-Gorman , Joe West , Grace Rundhaug , Peyton Ella & Sophia Caruso",,,$ 1.29,,,
4948,"Sixteen Going On Seventeen Ariane Rinehart & Michael Campayno Soundtrack , Music $ 1.29 5:11 3-Dec-13",,The Sound of Music ( Music from the NBC Television Event ),,,‰ ãÑ 2013 NBCUniversal Media LLC . under exclusive license to Sony Masterworks,,
4949,The Lonely Goatherd ‰ ãÑ 2013 NBCUniversal Media LLC . under exclusive license to Sony Masterworks 3:28 3-Dec-13,"Carrie Underwood , Ariane Rinehart , Michael Nigro , Ella Watts-Gorman , Joe West , Grace Rundhaug , Peyton Ella & Sophia Caruso",The Sound of Music ( Music from the NBC Television Event ),"Soundtrack , Music",$ 1.29,,,
4950,How Can Love Survive ? Laura Benanti & Christian Borle ‰ ãÑ 2013 NBCUniversal Media LLC . under exclusive license to Sony Masterworks 3:06 3-Dec-13,,The Sound of Music ( Music from the NBC Television Event ),"Soundtrack , Music",$ 1.29,,,
4951,Reprise : The Sound of Music ‰ ãÑ 2013 NBCUniversal Media LLC . under exclusive license to Sony Masterworks 3-Dec-13,"Stephen Moyer , Ariane Rinehart , Michael Nigro , Ella Watts-Gorman , Joe West , Grace Rundhaug , Peyton Ella & Sophia Caruso",The Sound of Music ( Music from the NBC Television Event ),"Soundtrack , Music",$ 1.29,,2:07,
4952,"The Grand Waltz David Chase Soundtrack , Music $ 1.29",,The Sound of Music ( Music from the NBC Television Event ),,,‰ ãÑ 2013 NBCUniversal Media LLC . under exclusive license to Sony Masterworks,1:29,3-Dec-13
4953,"LÌ_ndler Soundtrack , Music ‰ ãÑ 2013 NBCUniversal Media LLC . under exclusive license to Sony Masterworks",David Chase,The Sound of Music ( Music from the NBC Television Event ),,$ 1.29,,2:00,3-Dec-13
4954,"So Long , Farewell Ariane Rinehart , Michael Nigro , Ella Watts-Gorman , Joe West , Grace Rundhaug , Peyton Ella & Sophia Caruso $ 1.29 ‰ ãÑ 2013 NBCUniversal Media LLC . under exclusive license to Sony Masterworks 2:54 3-Dec-13",,The Sound of Music ( Music from the NBC Television Event ),"Soundtrack , Music",,,,
4955,Climb Ev'ry Mountain $ 1.29 2:46,Audra McDonald,The Sound of Music ( Music from the NBC Television Event ),"Soundtrack , Music",,‰ ãÑ 2013 NBCUniversal Media LLC . under exclusive license to Sony Masterworks,,3-Dec-13
4956,No Way To Stop It ‰ ãÑ 2013 NBCUniversal Media LLC . under exclusive license to Sony Masterworks 3:08 3-Dec-13,"Christian Borle , Laura Benanti & Stephen Moyer",The Sound of Music ( Music from the NBC Television Event ),"Soundtrack , Music",$ 1.29,,,
4957,"Something Good The Sound of Music ( Music from the NBC Television Event ) Soundtrack , Music 3-Dec-13",Carrie Underwood & Stephen Moyer,,,$ 1.29,‰ ãÑ 2013 NBCUniversal Media LLC . under exclusive license to Sony Masterworks,2:54,
4958,"Processional & Maria ( The Wedding ) Audra McDonald , Jessica Molaskey , Elena Shaddow & Christiane Noll The Sound of Music ( Music from the NBC Television Event )",,,"Soundtrack , Music",$ 1.29,‰ ãÑ 2013 NBCUniversal Media LLC . under exclusive license to Sony Masterworks,2:48,3-Dec-13
4959,"Reprise : Sixteen Going On Seventeen Carrie Underwood & Ariane Rinehart Soundtrack , Music $ 1.29 2:12",,The Sound of Music ( Music from the NBC Television Event ),,,‰ ãÑ 2013 NBCUniversal Media LLC . under exclusive license to Sony Masterworks,,3-Dec-13
4960,"Reprise : Do-Re-Mi ( The Concert ) Carrie Underwood , Stephen Moyer , Ariane Rinehart , Michael Nigro , Ella Watts-Gorman , Joe West , Grace Rundhaug , Peyton Ella & Sophia Caruso $ 1.29 ‰ ãÑ 2013 NBCUniversal Media LLC . under exclusive license to Sony Masterworks",,The Sound of Music ( Music from the NBC Television Event ),"Soundtrack , Music",,,1:18,3-Dec-13
4961,"Edelweiss ( The Concert ) The Sound of Music ( Music from the NBC Television Event ) Soundtrack , Music $ 1.29 2:09","Stephen Moyer , Carrie Underwood , Ariane Rinehart , Michael Nigro , Ella Watts-Gorman , Joe West , Grace Rundhaug , Peyton Ella & Sophia Caruso",,,,‰ ãÑ 2013 NBCUniversal Media LLC . under exclusive license to Sony Masterworks,,3-Dec-13
4962,"Reprise : So Long , Farewell ( The Concert ) Carrie Underwood , Stephen Moyer , Ariane Rinehart , Michael Nigro , Ella Watts-Gorman , Joe West , Grace Rundhaug , Peyton Ella & Sophia Caruso $ 1.29 ‰ ãÑ 2013 NBCUniversal Media LLC . under exclusive license to Sony Masterworks 1:59 3-Dec-13",,The Sound of Music ( Music from the NBC Television Event ),"Soundtrack , Music",,,,
4963,"Finale Ultimo : Climb Ev'ry Mountain The Sound of Music ( Music from the NBC Television Event ) Soundtrack , Music ‰ ãÑ 2013 NBCUniversal Media LLC . under exclusive license to Sony Masterworks 1:37 3-Dec-13","Audra McDonald , Jessica Molaskey , Elena Shaddow & Christiane Noll",,,$ 1.29,,,
4964,"End Credits David Chase Soundtrack , Music $ 1.29 ‰ ãÑ 2013 NBCUniversal Media LLC . under exclusive license to Sony Masterworks",,The Sound of Music ( Music from the NBC Television Event ),,,,2:55,3-Dec-13
4965,"If Jesus Walked the World Today Alan Jackson Beyond The Hits , Vol . 1 ‰ ãÑ 2011 TriPower 20-Dec-11",,,"Country , Music",Album Only,,4:57,
4966,"Sunny Side Up Country , Music 20-Dec-11",Martina McBride,"Beyond The Hits , Vol . 1",,Album Only,‰ ãÑ 2011 TriPower,3:01,
4967,"First Love Song Country , Music Album Only 20-Dec-11",Luke Bryan,"Beyond The Hits , Vol . 1",,,‰ ãÑ 2011 TriPower,4:36,
4968,"Ca n't Tell Me Nothin ' Country , Music 20-Dec-11",Tim McGraw,"Beyond The Hits , Vol . 1",,Album Only,‰ ãÑ 2011 TriPower,3:08,
4969,"Better Than This Brad Paisley Beyond The Hits , Vol . 1 Country , Music Album Only 3:10 20-Dec-11",,,,,‰ ãÑ 2011 TriPower,,
4970,I Believe In Ghosts Jason Aldean Album Only ‰ ãÑ 2011 TriPower 3:25,,"Beyond The Hits , Vol . 1","Country , Music",,,,20-Dec-11
4971,"You Do n't Sara Evans Beyond The Hits , Vol . 1 Country , Music ‰ ãÑ 2011 TriPower 20-Dec-11",,,,Album Only,,5:11,
4972,"Southern Hallelujah Beyond The Hits , Vol . 1 4:10 20-Dec-11",Trace Adkins,,"Country , Music",Album Only,‰ ãÑ 2011 TriPower,,
4973,"Guilty In Here Miranda Lambert Beyond The Hits , Vol . 1 20-Dec-11",,,"Country , Music",Album Only,‰ ãÑ 2011 TriPower,2:42,
4974,"Slow Down Sister Country , Music 20-Dec-11",Lady Antebellum,"Beyond The Hits , Vol . 1",,Album Only,‰ ãÑ 2011 TriPower,3:06,
4975,"Be Wary of a Woman Darius Rucker Country , Music Album Only 3:26 20-Dec-11",,"Beyond The Hits , Vol . 1",,,‰ ãÑ 2011 TriPower,,
4976,"In a Small Town Kenny Chesney Beyond The Hits , Vol . 1 Country , Music Album Only ‰ ãÑ 2011 TriPower 20-Dec-11",,,,,,4:11,
4977,"My Heart Is Open Keith Urban Country , Music 20-Dec-11",,"Beyond The Hits , Vol . 1",,Album Only,‰ ãÑ 2011 TriPower,5:29,
4978,"Gravity Country , Music Album Only 3:39",Josh Turner,"Beyond The Hits , Vol . 1",,,‰ ãÑ 2011 TriPower,,20-Dec-11
4979,"Cool Thing Rascal Flatts Beyond The Hits , Vol . 1 Album Only",,,"Country , Music",,‰ ãÑ 2011 TriPower,3:51,20-Dec-11
4980,Hurt a Lot Worse When You Go Toby Keith ‰ ãÑ 2011 TriPower,,"Beyond The Hits , Vol . 1","Country , Music",Album Only,,4:21,20-Dec-11
4981,"One Blue Sky Beyond The Hits , Vol . 1 Album Only",Sugarland,,"Country , Music",,‰ ãÑ 2011 TriPower,4:18,20-Dec-11
4982,"Heal Me Billy Currington Beyond The Hits , Vol . 1 Country , Music ‰ ãÑ 2011 TriPower 20-Dec-11",,,,Album Only,,4:07,
4983,"You Take Me Home LeAnn Rimes Beyond The Hits , Vol . 1 Country , Music Album Only ‰ ãÑ 2011 TriPower",,,,,,3:55,20-Dec-11
4984,"He 's Making a Fool Out of You Holly Williams Here With Me Country , Music , Rock , Adult Alternative $ 0.99 3:57",,,,,"‰ ãÑ 2009 Mercury Records , a Division of UMG Recordings , Inc.",,16-Jun-09
4985,"Mama Holly Williams Country , Music , Rock , Adult Alternative $ 0.99 16-Jun-09",,Here With Me,,,"‰ ãÑ 2009 Mercury Records , a Division of UMG Recordings , Inc.",2:52,
4986,"I Hold On Holly Williams & Chris Janson Here With Me Country , Music , Rock , Adult Alternative $ 0.99 ‰ ãÑ 2009 Mercury Records , a Division of UMG Recordings , Inc. 2:46",,,,,,,16-Jun-09
4987,"Keep the Change Country , Music , Rock , Adult Alternative $ 0.99 3:33",Holly Williams,Here With Me,,,"‰ ãÑ 2009 Mercury Records , a Division of UMG Recordings , Inc.",,16-Jun-09
4988,Let Her Go Here With Me 3:32,Holly Williams,,"Country , Music , Rock , Adult Alternative",$ 0.99,"‰ ãÑ 2009 Mercury Records , a Division of UMG Recordings , Inc.",,16-Jun-09
4989,"Three Days In Bed Country , Music , Rock , Adult Alternative ‰ ãÑ 2009 Mercury Records , a Division of UMG Recordings , Inc.",Holly Williams,Here With Me,,$ 0.99,,2:51,16-Jun-09
4990,"Alone Country , Music , Rock , Adult Alternative $ 0.99",Holly Williams,Here With Me,,,"‰ ãÑ 2009 Mercury Records , a Division of UMG Recordings , Inc.",4:26,16-Jun-09
4991,"A Love I Think Will Last Here With Me Country , Music , Rock , Adult Alternative $ 0.99 ‰ ãÑ 2009 Mercury Records , a Division of UMG Recordings , Inc. 2:50 16-Jun-09",Holly Williams & Chris Janson,,,,,,
4992,"Gone With the Morning Sun Holly Williams Here With Me Country , Music , Rock , Adult Alternative $ 0.99 16-Jun-09",,,,,"‰ ãÑ 2009 Mercury Records , a Division of UMG Recordings , Inc.",3:38,
4993,"Without Jesus Here With Me Holly Williams Here With Me Country , Music , Rock , Adult Alternative ‰ ãÑ 2009 Mercury Records , a Division of UMG Recordings , Inc. 16-Jun-09",,,,$ 0.99,,3:25,
4994,"Birds Country , Music , Rock , Adult Alternative $ 0.99 ‰ ãÑ 2009 Mercury Records , a Division of UMG Recordings , Inc. 2:35",Holly Williams,Here With Me,,,,,16-Jun-09
4995,"Aw Naw Country , Music , Urban Cowboy , Contemporary Country $ 1.29 3:09",Chris Young,A.M.,,,‰ ãÑ 2013 Sony Music Entertainment,,16-Sep-13
4996,"Hold You To It A.M. Country , Music , Urban Cowboy , Contemporary Country 16-Sep-13",Chris Young,,,$ 1.29,‰ ãÑ 2013 Sony Music Entertainment,3:18,
4997,Lonely Eyes Chris Young A.M.,,,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,‰ ãÑ 2013 Sony Music Entertainment,3:39,16-Sep-13
4998,Goodbye A.M.,Chris Young,,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,‰ ãÑ 2013 Sony Music Entertainment,3:46,16-Sep-13
4999,A.M. ‰ ãÑ 2013 Sony Music Entertainment 16-Sep-13,Chris Young,A.M.,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,,2:55,
5000,Nothin ' But the Cooler Left Chris Young $ 1.29 ‰ ãÑ 2013 Sony Music Entertainment 3:01,,A.M.,"Country , Music , Urban Cowboy , Contemporary Country",,,,16-Sep-13
5001,"Who I Am With You Chris Young Country , Music , Urban Cowboy , Contemporary Country ‰ ãÑ 2013 Sony Music Entertainment 3:13",,A.M.,,$ 1.29,,,16-Sep-13
5002,Text Me Texas Chris Young A.M. 16-Sep-13,,,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,‰ ãÑ 2013 Sony Music Entertainment,3:28,
5003,We 're Gon na Find It Tonight A.M. $ 1.29 2:52,Chris Young,,"Country , Music , Urban Cowboy , Contemporary Country",,‰ ãÑ 2013 Sony Music Entertainment,,16-Sep-13
5004,Forgiveness Chris Young A.M. 16-Sep-13,,,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,‰ ãÑ 2013 Sony Music Entertainment,3:31,
5005,Lighters In the Air 16-Sep-13,Chris Young,A.M.,"Country , Music , Urban Cowboy , Contemporary Country",$ 1.29,‰ ãÑ 2013 Sony Music Entertainment,4:09,
5006,"Against Privacy Cold War Kids Loyalty to Loyalty Alternative , Music , Indie Rock ‰ ãÑ 2012 Downtown Music , LLC .",,,,$ 0.99,,3:45,23-Sep-08
5007,Mexican Dogs Cold War Kids $ 0.99 23-Sep-08,,Loyalty to Loyalty,"Alternative , Music , Indie Rock",,"‰ ãÑ 2012 Downtown Music , LLC .",3:36,
5008,"Every Valley Is Not a Lake Loyalty to Loyalty Alternative , Music , Indie Rock $ 0.99 ‰ ãÑ 2012 Downtown Music , LLC .",Cold War Kids,,,,,3:38,23-Sep-08
5009,"Something Is Not Right with Me Loyalty to Loyalty ‰ ãÑ 2012 Downtown Music , LLC . 2:22 23-Sep-08",Cold War Kids,,"Alternative , Music , Indie Rock",$ 0.99,,,
5010,"Welcome to the Occupation $ 0.99 ‰ ãÑ 2012 Downtown Music , LLC . 23-Sep-08",Cold War Kids,Loyalty to Loyalty,"Alternative , Music , Indie Rock",,,3:21,
5011,"Golden Gate Jumpers Loyalty to Loyalty Alternative , Music , Indie Rock",Cold War Kids,,,$ 0.99,"‰ ãÑ 2012 Downtown Music , LLC .",3:12,23-Sep-08
5012,Avalanche In B Cold War Kids $ 0.99 23-Sep-08,,Loyalty to Loyalty,"Alternative , Music , Indie Rock",,"‰ ãÑ 2012 Downtown Music , LLC .",3:46,
5013,"I 've Seen Enough ‰ ãÑ 2012 Downtown Music , LLC .",Cold War Kids,Loyalty to Loyalty,"Alternative , Music , Indie Rock",$ 0.99,,2:58,23-Sep-08
5014,"Every Man I Fall For Cold War Kids $ 0.99 ‰ ãÑ 2012 Downtown Music , LLC . 23-Sep-08",,Loyalty to Loyalty,"Alternative , Music , Indie Rock",,,4:08,
5015,"Dreams Old Men Dream Cold War Kids Loyalty to Loyalty Alternative , Music , Indie Rock ‰ ãÑ 2012 Downtown Music , LLC . 4:16 23-Sep-08",,,,$ 0.99,,,
5016,"On the Night My Love Broke Through Loyalty to Loyalty Alternative , Music , Indie Rock 4:36",Cold War Kids,,,$ 0.99,"‰ ãÑ 2012 Downtown Music , LLC .",,23-Sep-08
5017,Relief Loyalty to Loyalty $ 0.99 23-Sep-08,Cold War Kids,,"Alternative , Music , Indie Rock",,"‰ ãÑ 2012 Downtown Music , LLC .",3:02,
5018,"Cryptomnesia $ 0.99 ‰ ãÑ 2012 Downtown Music , LLC . 4:01",Cold War Kids,Loyalty to Loyalty,"Alternative , Music , Indie Rock",,,,23-Sep-08
5019,All This Could Be Yours Hold My Home ( Deluxe Edition ) $ 1.29 3:08 11-Sep-15,Cold War Kids,,"Alternative , Music , Indie Rock , Rock",,‰ ãÑ 2014 Downtown Records,,
5020,"First Cold War Kids Hold My Home ( Deluxe Edition ) Alternative , Music , Indie Rock , Rock $ 1.29",,,,,‰ ãÑ 2014 Downtown Records,3:20,11-Sep-15
5021,"Hot Coals Cold War Kids Hold My Home ( Deluxe Edition ) Alternative , Music , Indie Rock , Rock $ 1.29 3:28",,,,,‰ ãÑ 2014 Downtown Records,,11-Sep-15
5022,Drive Desperate Cold War Kids Hold My Home ( Deluxe Edition ) $ 1.29 ‰ ãÑ 2014 Downtown Records 4:10,,,"Alternative , Music , Indie Rock , Rock",,,,11-Sep-15
5023,"Hotel Anywhere Hold My Home ( Deluxe Edition ) Alternative , Music , Indie Rock , Rock 3:10 11-Sep-15",Cold War Kids,,,$ 1.29,‰ ãÑ 2014 Downtown Records,,
5024,"Go Quietly Alternative , Music , Indie Rock , Rock ‰ ãÑ 2014 Downtown Records 3:51 11-Sep-15",Cold War Kids,Hold My Home ( Deluxe Edition ),,$ 1.29,,,
5025,Nights & Weekends Cold War Kids $ 1.29 2:54 11-Sep-15,,Hold My Home ( Deluxe Edition ),"Alternative , Music , Indie Rock , Rock",,‰ ãÑ 2014 Downtown Records,,
5026,Hold My Home Hold My Home ( Deluxe Edition ) ‰ ãÑ 2014 Downtown Records 2:50,Cold War Kids,,"Alternative , Music , Indie Rock , Rock",$ 1.29,,,11-Sep-15
5027,"Flower Drum Song Cold War Kids Hold My Home ( Deluxe Edition ) Alternative , Music , Indie Rock , Rock $ 1.29 ‰ ãÑ 2014 Downtown Records 3:36 11-Sep-15",,,,,,,
5028,Harold Bloom,Cold War Kids,Hold My Home ( Deluxe Edition ),"Alternative , Music , Indie Rock , Rock",$ 1.29,‰ ãÑ 2014 Downtown Records,4:12,11-Sep-15
5029,"Hear My Baby Call Cold War Kids Alternative , Music , Indie Rock , Rock $ 1.29 11-Sep-15",,Hold My Home ( Deluxe Edition ),,,‰ ãÑ 2014 Downtown Records,4:50,
5030,"First - Return to Tackyland Cold War Kids Alternative , Music , Indie Rock , Rock $ 1.29 ‰ ãÑ 2014 Downtown Records 3:26 11-Sep-15",,Hold My Home ( Deluxe Edition ),,,,,
5031,"All This Could Be Yours - Return to Tackyland Hold My Home ( Deluxe Edition ) Alternative , Music , Indie Rock , Rock $ 1.29 ‰ ãÑ 2014 Downtown Records",Cold War Kids,,,,,3:19,11-Sep-15
5032,"Hot Coals - Return to Tackyland Alternative , Music , Indie Rock , Rock $ 1.29 3:42",Cold War Kids,Hold My Home ( Deluxe Edition ),,,‰ ãÑ 2014 Downtown Records,,11-Sep-15
5033,"Miracle Mile Cold War Kids ‰ ãÑ 2013 Downtown Music , LLC . 3:00 2-Apr-13",,Dear Miss Lonelyhearts,"Alternative , Music , Rock , Adult Alternative , Indie Rock",$ 1.29,,,
5034,"Lost That Easy Dear Miss Lonelyhearts Alternative , Music , Rock , Adult Alternative , Indie Rock ‰ ãÑ 2013 Downtown Music , LLC . 3:24 2-Apr-13",Cold War Kids,,,$ 1.29,,,
5035,"Loner Phase Cold War Kids Alternative , Music , Rock , Adult Alternative , Indie Rock ‰ ãÑ 2013 Downtown Music , LLC . 3:06 2-Apr-13",,Dear Miss Lonelyhearts,,$ 1.29,,,
5036,"Fear & Trembling Alternative , Music , Rock , Adult Alternative , Indie Rock ‰ ãÑ 2013 Downtown Music , LLC . 4:42",Cold War Kids,Dear Miss Lonelyhearts,,$ 1.29,,,2-Apr-13
5037,"Tuxedos Cold War Kids $ 1.29 ‰ ãÑ 2013 Downtown Music , LLC . 2-Apr-13",,Dear Miss Lonelyhearts,"Alternative , Music , Rock , Adult Alternative , Indie Rock",,,4:10,
5038,"Bottled Affection Cold War Kids Dear Miss Lonelyhearts Alternative , Music , Rock , Adult Alternative , Indie Rock",,,,$ 1.29,"‰ ãÑ 2013 Downtown Music , LLC .",2:44,2-Apr-13
5039,Jailbirds Cold War Kids Dear Miss Lonelyhearts 2:43,,,"Alternative , Music , Rock , Adult Alternative , Indie Rock",$ 1.29,"‰ ãÑ 2013 Downtown Music , LLC .",,2-Apr-13
5040,"Water & Power Alternative , Music , Rock , Adult Alternative , Indie Rock ‰ ãÑ 2013 Downtown Music , LLC .",Cold War Kids,Dear Miss Lonelyhearts,,$ 1.29,,3:12,2-Apr-13
5041,"Dear Miss Lonelyhearts Cold War Kids ‰ ãÑ 2013 Downtown Music , LLC . 4:34",,Dear Miss Lonelyhearts,"Alternative , Music , Rock , Adult Alternative , Indie Rock",$ 1.29,,,2-Apr-13
5042,"Bitter Poem Dear Miss Lonelyhearts Alternative , Music , Rock , Adult Alternative , Indie Rock $ 1.29 ‰ ãÑ 2013 Downtown Music , LLC . 5:05",Cold War Kids,,,,,,2-Apr-13
5043,Mine Is Yours Cold War Kids $ 1.29,,Mine Is Yours ( Deluxe Version ),"Alternative , Music , Indie Rock , Rock , Adult Alternative",,‰ ãÑ 2010 DGC Records,4:16,25-Jan-11
5044,Louder Than Ever $ 0.99 ‰ ãÑ 2010 DGC Records,Cold War Kids,Mine Is Yours ( Deluxe Version ),"Alternative , Music , Indie Rock , Rock , Adult Alternative",,,2:44,25-Jan-11
5045,Royal Blue,Cold War Kids,Mine Is Yours ( Deluxe Version ),"Alternative , Music , Indie Rock , Rock , Adult Alternative",$ 1.29,‰ ãÑ 2010 DGC Records,3:33,25-Jan-11
5046,Finally Begin Cold War Kids Mine Is Yours ( Deluxe Version ) ‰ ãÑ 2010 DGC Records 25-Jan-11,,,"Alternative , Music , Indie Rock , Rock , Adult Alternative",$ 1.29,,3:41,
5047,"Out of the Wilderness Cold War Kids Alternative , Music , Indie Rock , Rock , Adult Alternative $ 1.29 ‰ ãÑ 2010 DGC Records 4:07 25-Jan-11",,Mine Is Yours ( Deluxe Version ),,,,,
